# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/Manu/Braker3/braker.gtf" "-o" "/home/mabo3966/Genome_Analysis/Njaponicum_transcriptomics_heat_response/analyses/06_expression/FeatureCounts/Results/featurecounts_chr3.txt" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/Manu/HISAT2/ASSAY/Heat_treated_42_12h_3.sorted.bam
g72	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	157967;158123;161443;161829;162086;162421;163077;163833;164034;164396;164673;165114;165296;165509;166022	157990;158293;161719;162053;162205;162522;163225;163882;164169;164497;164900;165195;165378;165600;166178	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1998	693	1242	1138	229	81	398
g73	contig_15_pilon;contig_15_pilon;contig_15_pilon	167651;168592;168925	168423;168862;169062	-;-;-	1182	1903	2692	3381	439	285	910
g74	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	172292;172975;173354;173668;173987;174191;174569	172315;173184;173510;173756;174041;174276;174712	+;+;+;+;+;+;+	765	1759	2967	2429	1439	1476	2122
g75	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	175408;175408;175750;175750;176026;176026;176681;176681;176835;177011;177161;177475;177939;178143;178526;179038;179412;179992;180268;180533;181321;181520	175498;175498;175868;175868;176135;176135;176858;176785;176874;177051;177247;177668;178018;178246;178682;179125;179615;180095;180302;180654;181458;181683	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2032	6603	5266	4992	2773	3593	3708
g76	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	183228;183228;183601;184425;184425;184943;184943	183504;183504;183659;184503;184503;184980;184946	+;+;+;+;+;+;+	453	21	31	28	10	0	14
g77	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	185393;185393;185944;186002;186068;186958;186958;187375;187375;187730;187730;188390;188390;188645;188645	185800;185800;186812;186032;186812;187027;187027;187479;187479;187869;187869;188545;188545;188873;188873	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1977	90	57	60	36	29	69
g78	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	189630;189972;190251;190464;190824;191216;191543;191980;192303;193664;193949;194138;194680	189775;190122;190365;190609;190919;191302;191626;192066;193083;193852;194056;194516;194833	-;-;-;-;-;-;-;-;-;-;-;-;-	2523	320	540	459	419	274	303
g79	contig_15_pilon;contig_15_pilon;contig_15_pilon	210665;211274;211430	211231;211392;211688	+;+;+	945	0	0	0	0	0	0
g80	contig_15_pilon;contig_15_pilon;contig_15_pilon	213724;214075;214376	214044;214349;214424	-;-;-	645	0	0	0	0	0	0
g81	contig_15_pilon	214657	215013	+	357	0	0	0	0	0	0
g82	contig_15_pilon;contig_15_pilon;contig_15_pilon	227869;228082;228236	228027;228186;228283	-;-;-	312	0	6	2	0	0	6
g83	contig_15_pilon	228995	229330	-	336	15	135	220	40	21	22
g84	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	231134;231460;231817;232185;232481;232751;232924;233212;233450;233873;234147;234424;234724;235196;236086;236401;237285;237620;238018;238406	231227;231604;231888;232256;232624;232825;232995;233283;233518;233938;234218;234513;234804;235695;236235;236702;237336;237864;238152;238798	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2901	2538	12320	14493	2997	1892	2613
g85	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	243653;244460;244726;245245;245478;246044;246329;246695;247025;247485;247886;248321;248542;249088;249522;249875;250271;250620;250856;251062;251419;251847	243680;244566;245013;245342;245640;246154;246563;246930;247300;247746;248134;248379;248694;249187;249616;250072;250327;250691;250954;251193;251592;252008	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3354	1677	981	909	587	834	901
g86	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	257554;257722;258246;258715;259301	257694;258129;258348;259275;259341	-;-;-;-;-	1254	17218	24044	28252	11225	8765	13800
g87	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	266456;266811;267184;267365;268492;268935;269308;269717;270247;270555;270728;273406;273944;274750;275059;275587	266512;267004;267244;267487;268702;269164;269439;269839;270385;270615;270782;273616;274341;274869;275302;275861	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2634	9293	4552	7505	12788	7849	13360
g88	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	279314;279937;280354;284396	279794;280234;280404;284447	-;-;-;-	882	823	1199	1137	2207	1520	2215
g89	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	284506;285134;285557;286373;286863;287443;288021;288977	284524;285425;285609;286442;286874;287873;288379;289174	-;-;-;-;-;-;-;-	1434	706	1091	1431	1228	1621	1698
g90	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	289281;289579;289795;289947;291740;291975;292121;292121;292814;292814;293350;293350;293856;293856;294184;294184	289325;289739;289914;290014;291824;292044;292603;292603;292981;292981;293706;293706;294028;294028;294436;294436	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1983	1080	1372	1346	475	633	638
g91	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	296182;296422;296426;297051;297051	296233;296714;296714;297459;297459	-;-;-;-;-	754	3860	918	1033	2587	3439	8333
g92	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	300385;300842;301032;301036;301274;301280;301339;301482;301482;301482;301876;301876;301876;302181;302181;302181;302549;302549;302549;302935;302935;302935	300466;300858;301049;301049;301279;301354;301354;301647;301647;301647;302030;302030;302030;302354;302354;302354;302710;302710;302710;303210;303210;303210	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1131	612	596	402	816	450	1047
g93	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	305810;306389;307038;307202;308217;308823;309184;309543;310052;310483;311010;311435;311807;312047;312483;313082;313477;314046;314553;314758;315411;315715;316124;316845;318413;318996	305830;306635;307068;307293;308452;308998;309367;309633;310215;310572;311171;311496;311894;312207;312723;313228;313875;314279;314631;315268;315495;315910;316476;317055;318570;319949	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5373	1195	1293	1184	1348	610	1297
g94	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	332071;332310;333709;334047	332160;332460;333883;334176	+;+;+;+	546	0	0	0	0	0	0
g95	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	342471;342471;342784;342784;343011;343011;343764;343764;344468;344468;345065;345065;345357;345357;345685;345685;345941;345941;346179;346192	342639;342639;342982;342982;343155;343155;344018;344018;344698;344698;345139;345139;345572;345572;345774;345774;346107;346107;346266;346303	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1672	242	281	310	119	156	211
g96	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	347255;347384;347515;347934;347934;348289;348893	347289;347527;347527;348219;348227;348381;349164	-;-;-;-;-;-;-	838	1109	924	1064	391	643	386
g97	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	351203;351661;352038;352327;352606	351355;351921;352142;352457;352645	-;-;-;-;-	690	673	1091	1172	512	401	833
g98	contig_15_pilon;contig_15_pilon;contig_15_pilon	352678;352944;363539	352788;353197;363764	-;-;-	591	104	105	145	122	63	103
g99	contig_15_pilon	364801	365070	+	270	0	0	0	0	0	0
g100	contig_15_pilon;contig_15_pilon;contig_15_pilon	370282;370416;370585	370336;370535;370850	+;+;+	441	4	11	4	31	11	18
g101	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	375899;376245;376429;382906	376137;376342;376500;383300	-;-;-;-	804	0	0	0	0	0	0
g102	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	383439;383727;384517;385023;385355;385617;386057;386566;386854;387561;387856	383551;383786;384650;385131;385433;385733;386165;386609;386875;387588;387919	+;+;+;+;+;+;+;+;+;+;+	879	1271	1950	1808	1875	899	1998
g103	contig_15_pilon;contig_15_pilon;contig_15_pilon	392828;393226;393743	392978;393352;393827	+;+;+	363	75	190	111	36	29	71
g104	contig_15_pilon;contig_15_pilon	393873;394055	393918;394620	+;+	612	894	1666	1297	174	417	417
g105	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	396539;396539;396844;397058;397058;397058;397249;397249;397249;397599;397625;397625;399775;399775;399775;400015;400015;400015	396564;396564;396884;397144;397144;397144;397376;397333;397333;397732;397732;397732;399948;399948;399948;400182;400182;400182	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	758	18	42	10	14	12	25
g106	contig_15_pilon;contig_15_pilon	411631;411998	411903;412102	-;-	378	0	0	0	0	0	0
g107	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	413172;413608;414149;414418;414902;416164;416546;416934;417199;417389;417665;418283;419102;419427;420108;420371;420583;420819;421222;421918	413256;413864;414278;414483;415101;416229;416613;417036;417282;417505;418018;418909;419218;419929;420207;420430;420675;420938;421539;422004	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3555	498	916	781	217	88	274
g108	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	422972;423205;423798;424114;424371;424584;424803;424961	423031;423267;423866;424172;424437;424646;424846;424982	-;-;-;-;-;-;-;-	447	505	453	595	410	175	569
g109	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	425039;425340;426330;426338;427266;427266;427638;427638;428139;428139;428752;428752;428950;428950	425298;425353;426988;426988;427476;427476;427944;427944;428531;428531;428829;428829;429190;429190	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2163	3356	4414	4420	1593	1522	2648
g110	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	434721;434721;435095;435095;435400;435400;435606;435606;436758;437106	434839;434839;435182;435182;435464;435464;435894;435906;436847;437243	-;-;-;-;-;-;-;-;-;-	801	1650	1733	1721	875	894	1643
g111	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	438530;438805;439203;439674;440122;440672;441067;441353;442085;442389;442858;443201;443787;444359	438741;438983;439318;439776;440253;440808;441189;441545;442290;442623;442926;443358;443957;444565	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2241	835	2473	1910	781	358	767
g112	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	444593;444988;445182;445314	444596;445142;445280;445520	-;-;-;-	465	0	0	0	0	0	0
g113	contig_15_pilon;contig_15_pilon;contig_15_pilon	444905;445022;445688	444917;445574;445820	+;+;+	699	0	3	1	1	0	0
g114	contig_15_pilon;contig_15_pilon	445562;445714	445670;445820	+;+	216	0	0	0	0	0	0
g115	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	457918;458235;458765;459194;460605;461037;461698;462425;463117;463663;463925;464932;465300	457954;458285;458779;459737;460786;461597;462178;462710;463149;463792;463960;465063;465577	-;-;-;-;-;-;-;-;-;-;-;-;-	2766	1784	2089	2040	1867	743	2059
g116	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	465800;465800;466188;466188;466229;466229;466802;466802;467272;467388;467388;467614;467614;467796;467796;468189;468189;468557;468557;468814;468814;469026;469026;469392;469392;469748;469748;470011;470011;470230;470230;470457;470457;471063;471063;471226;471226;471756;471756	466095;466095;466192;466192;466387;466387;467115;467115;467361;467489;467489;467661;467661;467866;467866;468307;468307;468652;468652;468923;468923;469106;469106;469492;469492;469856;469856;470116;470116;470315;470315;470582;470582;471191;471191;471271;471271;471766;471766	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2205	951	529	754	735	286	992
g117	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	485573;485814;487185;487448;487718;488869;489310;489610	485661;485869;487303;487546;488413;489262;489333;489617	+;+;+;+;+;+;+;+	1485	1739	972	1105	503	187	664
g118	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	490979;491198;491509;491659;491972;491972	491031;491281;491545;491760;492340;492340	-;-;-;-;-;-	645	91	179	110	55	20	93
g119	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	492573;492573;493591;493591;493885;493885;493999;494325;494646;494646;494902;494902;495234;495234;495498;495498	492811;492811;493658;493658;493910;494004;494004;494398;494691;494691;495003;495003;495345;495345;495636;495636	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	900	285	276	286	638	388	490
g120	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	496205;496205;496991;496991	496542;496554;497135;497135	-;-;-;-	495	485	1161	1231	275	325	665
g121	contig_15_pilon;contig_15_pilon;contig_15_pilon	497188;497650;497796	497479;497761;497994	+;+;+	603	61	59	83	85	51	75
g122	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	498288;499254;499911;500512	498717;499635;500160;500694	+;+;+;+	1245	318	755	742	360	278	595
g123	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	501669;501669;502192;502192;502948;503043;503375;503395	501981;501981;502583;502504;503132;503132;503634;503634	-;-;-;-;-;-;-;-	1150	0	0	0	0	0	0
g124	contig_15_pilon;contig_15_pilon	504886;505140	504973;505270	+;+	219	0	0	0	0	0	0
g125	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	507132;507132;507342;507342;507496;507496;507740;507740;507992;507992;508938;508938;509065;509203;509539	507173;507173;507369;507369;507513;507513;507757;507757;508593;508593;508977;508977;509124;509264;509669	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1001	601	910	838	347	197	993
g126	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	509790;510446;510711;511081;511252;511570;512441;512725;512931;513180;513478;513782;514084;514343;514704;514981	510149;510538;510791;511141;511313;512198;512524;512817;512982;513246;513536;513895;514233;514609;514773;515129	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2391	1070	1604	1662	776	445	1073
g127	contig_15_pilon;contig_15_pilon;contig_15_pilon	515171;515592;515879	515215;515742;516213	-;-;-	531	49	50	71	33	4	49
g128	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	518931;519292;519524;519926;520134;520572;520621;521212;521212;521280	519013;519348;519664;520003;520313;520717;520717;521245;521554;521554	-;-;-;-;-;-;-;-;-;-	1028	298	650	724	425	275	647
g129	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	525017;525017;529394;529394;529748;529748;529943;529943;530089;530089;531098;531098;531445;531445;531913;531913;532212;532212;532490;532493;532873;532873;533046;533046;533380;533380;533605;533605;533903;533903;534266;534266;534655;534655	525240;525240;529586;529586;529839;529839;530018;530018;530241;530241;531256;531256;531556;531556;532032;532032;532363;532363;532696;532696;532907;532907;533202;533202;533433;533433;533697;533697;534045;534045;534420;534420;534782;534782	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2253	3169	6903	8930	3032	1660	3462
g130	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	535588;535588;536137;536137;536622;536622;537044;537044;537262;537262;537508;537508;537867;537867;538725	535932;535932;536242;536242;536817;536817;537112;537112;537388;537388;537743;537743;538334;538890;538890	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2103	17	594	513	54	38	44
g131	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	540686;540900;541455;541717;541915	540760;541056;541534;541772;541918	-;-;-;-;-	372	5638	5687	6188	9380	9328	7062
g132	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	542364;542513;542685;543529;543624;544376;544376;544703;544703;545151;545151;545588;545588;545973;545973	542417;542643;542758;543740;543740;544458;544458;544810;544810;545251;545251;545718;545718;546092;546092	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1014	17	73	29	544	202	390
g133	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	547791;548084;548519;549445	547924;548405;548980;550014	-;-;-;-	1488	2867	221	370	3258	3789	3502
g134	contig_15_pilon;contig_15_pilon	550086;550243	550191;550355	-;-	219	307	10	50	390	331	246
g135	contig_15_pilon	550800	551081	+	282	0	0	0	0	0	0
g136	contig_15_pilon;contig_15_pilon	569932;570442	569946;570669	+;+	243	0	0	0	0	0	0
g137	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	571378;578418;579261;582739;584362	571509;578556;579500;583012;584437	-;-;-;-;-	861	0	0	0	0	0	0
g138	contig_15_pilon;contig_15_pilon;contig_15_pilon	584548;585326;590548	584604;585399;590686	+;+;+	270	0	0	0	0	0	0
g139	contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon;contig_15_pilon	606029;606029;606236;606236;609057;609057;609411;609411;609713;609723;609914;610070;610089;610471;610471;610867;610867;611154;611154;616397;616397;616560;616560;617404;617404;617854;617854;618254;618254;618461;618461;619727;619727	606091;606091;606287;606287;609103;609103;609455;609501;609758;609758;609961;610331;610331;610759;610759;610949;610949;611268;611268;616534;616534;616656;616656;617448;617448;617971;617971;618326;618326;618539;618539;619922;619922	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1842	227	945	656	1282	775	3616
